id	Resource Acquisition:Substrate uptake:aromatic acid transport	Resource Acquisition:Substrate uptake:biopolymer transport	Resource Acquisition:Substrate uptake:carbohydrate transport:amino sugar transport	Resource Acquisition:Substrate uptake:carbohydrate transport:carbohydrate acid transport	Resource Acquisition:Substrate uptake:carbohydrate transport:carbohydrate derivative transport	Resource Acquisition:Substrate uptake:carbohydrate transport:carbohydrate phosphate transport	Resource Acquisition:Substrate uptake:carbohydrate transport:monosaccharide transport	Resource Acquisition:Substrate uptake:carbohydrate transport:oligosaccharide transport	Resource Acquisition:Substrate uptake:carbohydrate transport:polysaccharide transport	Resource Acquisition:Substrate uptake:carbohydrate transport:sugar alcohol transport	Resource Acquisition:Substrate uptake:carboxylate transport:dicarboxylate transport	Resource Acquisition:Substrate uptake:carboxylate transport:monocarboxylate transport	Resource Acquisition:Substrate uptake:carboxylate transport:tricarboxylate transport	Resource Acquisition:Substrate uptake:free amino acids transport	Resource Acquisition:Substrate uptake:ion transport:inorganic transport	Resource Acquisition:Substrate uptake:ion transport:metal transport	Resource Acquisition:Substrate uptake:lipid transport	Resource Acquisition:Substrate uptake:lipid transport:cell membrane lipid transport	Resource Acquisition:Substrate uptake:lipid transport:lipid precursor transport	Resource Acquisition:Substrate uptake:N compound transport:amide transport	Resource Acquisition:Substrate uptake:N compound transport:ammonium transport	Resource Acquisition:Substrate uptake:N compound transport:nitrate transport	Resource Acquisition:Substrate uptake:N compound transport:nitrite transport	Resource Acquisition:Substrate uptake:N compound:nitrogen transport	Resource Acquisition:Substrate uptake:N compound:urea transport	Resource Acquisition:Substrate uptake:N compound:uric acid transport	Resource Acquisition:Substrate uptake:nucleic acid component transport:nucleobase transport	Resource Acquisition:Substrate uptake:nucleic acid component transport:nucleoside transport	Resource Acquisition:Substrate uptake:nucleic acid component transport:nucleotide transport	Resource Acquisition:Substrate uptake:nucleic acid component transport:ribonucleoside transport	Resource Acquisition:Substrate uptake:organophosphorus compound transport	Resource Acquisition:Substrate uptake:osmolyte transport	Resource Acquisition:Substrate uptake:other transport	Resource Acquisition:Substrate uptake:peptide transport	Resource Acquisition:Substrate uptake:S compound transport	Resource Acquisition:Substrate uptake:secondary metabolite transport:siderophore-based transport	Resource Acquisition:Substrate uptake:vitamin transport:vitamin B transport	Resource Acquisition:Substrate uptake:vitamin transport:vitamin C transport	Resource Acquisition:Substrate degradation:complex carbohydrate depolymerization:cellulose breakdown	Resource Acquisition:Substrate degradation:complex carbohydrate depolymerization:chitin breakdown	Resource Acquisition:Substrate degradation:complex carbohydrate depolymerization:heteromannan breakdown	Resource Acquisition:Substrate degradation:complex carbohydrate depolymerization:mixed linkage glucan breakdown	Resource Acquisition:Substrate degradation:complex carbohydrate depolymerization:xylan and heteroxylan breakdown	Resource Acquisition:Substrate degradation:complex carbohydrate depolymerization:xyloglucan breakdown	Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation	Resource Acquisition:Substrate degradation:simple compound degradation:carbohydrate degradation	Resource Acquisition:Substrate degradation:simple compound degradation:sugar acid degradation	Resource Acquisition:Substrate degradation:simple compound degradation:alcohol degradation	Resource Acquisition:Substrate degradation:simple compound degradation:phenol degradation	Resource Acquisition:Substrate assimilation:C1 compounds:CO2 fixation	Resource Acquisition:Substrate assimilation:C1 compounds:methanotrophy	Resource Acquisition:Substrate assimilation:N compounds:assimilatory nitrate reduction	Resource Acquisition:Substrate assimilation:N compounds:nitrogen fixation	Resource Acquisition:Substrate assimilation:N compounds:ammonia assimilation	Resource Acquisition:Substrate assimilation:S compounds:assimilatory sulfate reduction	Resource Acquisition:Substrate assimilation:P compounds	Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation:fermentation of pyruvate	Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation:fermentation of acetylene	Resource Use:Chemotrophy:chemoorganoheterotrophy:aerobic respiration	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:N (denitrification)	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:S compounds	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:Fe	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:As	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:Se	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:hydrogenotrophic methanogenesis	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:acetoclastic methanogenesis	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:methylotrophic methanogenesis	Resource Use:Chemotrophy:chemolithoautotrophy:N compounds as electron donor:ammonia oxidation	Resource Use:Chemotrophy:chemolithoautotrophy:N compounds as electron donor:nitrite oxidation	Resource Use:Chemotrophy:chemolithoautotrophy:S compounds as electron donor	Resource Use:Chemotrophy:chemolithoautotrophy:Fe compounds as electron donor	Resource Use:Chemotrophy:chemolithoautotrophy:H as electron donor	Resource Use:Phototrophy:photosystem:oxygenic	Resource Use:Phototrophy:photosystem:anoxygenic	Resource Use:Phototrophy:pigments:core	Resource Use:Phototrophy:pigments:core:anoxygenic	Resource Use:Phototrophy:pigments:accessory:carotenoid:carotene	Resource Use:Phototrophy:pigments:accessory:carotenoid:xanthophyll	Resource Use:Phototrophy:pigments:accessory:phycobiliprotein	Stress Tolerance:General:scavenging of reactive oxygen species	Stress Tolerance:General:protection, repair, degradation of denatured/misfolded proteins	Stress Tolerance:General:biofilm formation	Stress Tolerance:Specific:temperature:high:protection, repair, degradation of denatured/misfolded proteins	Stress Tolerance:Specific:temperature:high:heat-induced transcriptional regulation	Stress Tolerance:Specific:temperature:low:membrane stabilization	Stress Tolerance:Specific:temperature:low:destabilization of secondary structures in mRNAs	Stress Tolerance:Specific:temperature:low:cold-sensing machinery	Stress Tolerance:Specific:desiccation/osmotic/salt stress:accumulation of compatible solutes	Stress Tolerance:Specific:desiccation/osmotic/salt stress:enhancement of microenvironment	Stress Tolerance:Specific:desiccation/osmotic/salt stress:osmotic sensing	Stress Tolerance:Specific:pH stress:protection, repair, degradation of denatured/misfolded proteins	Stress Tolerance:Specific:pH stress:membrane stabilization	Stress Tolerance:Specific:pH stress:redox sensing	Stress Tolerance:Specific:pH stress:consumption of excessive cytoplasmic protons	Stress Tolerance:Specific:oxidative stress:scavenging of reactive oxygen species	Stress Tolerance:Specific:oxidative stress:redox sensing	Stress Tolerance:Specific:oxygen limitation:redox sensing	Stress Tolerance:Specific:oxygen limitation:oxygen sensing	Stress Tolerance:Specific:envelope stress:misfolded protein/secretion stress sensing	Stress Tolerance:Specific:envelope stress:phage resistance
2504136012	1	3	0	2	0	0	4	3	2	2	2	2	0	9	7	7	3	0	1	0	1	1	1	1	1	0	1	2	1	0	2	2	0	2	0	2	2	0	4	2	1	3	6	5	33	5	0	0	0	0	1	0	0	3	1	1	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	3	7	0	0	4	1	4	3	1	2	1	2	4	4	1	1	0	3	1
2508501110	0	3	0	0	0	0	0	1	1	0	2	1	0	7	5	6	3	0	0	0	1	0	0	1	0	0	0	1	0	0	3	2	0	0	0	2	1	0	1	2	0	0	2	0	26	2	0	0	0	2	2	0	1	3	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	3	2	2	0	1	7	3	7	1	0	4	0	4	3	1	2	1	1	1	3	0	0	0	1	0
2508501127	1	3	0	0	0	0	7	7	3	2	6	2	1	7	10	14	2	0	1	1	1	1	1	1	1	0	0	0	0	0	3	4	1	2	1	1	5	0	2	3	2	3	6	2	29	2	1	0	0	1	4	0	1	3	1	1	0	0	8	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	7	4	7	1	1	4	0	6	4	0	2	1	2	4	2	1	1	0	0	0
2515154209	0	0	0	0	0	0	1	0	1	0	4	3	1	5	6	7	0	0	1	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	4	0	0	2	0	0	1	1	25	1	0	0	0	1	2	0	1	3	0	0	1	0	2	0	2	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	7	1	7	1	0	2	0	5	1	0	2	0	1	2	1	0	0	0	0	0
2519899778	1	3	0	1	0	0	3	4	3	1	5	2	1	29	7	8	4	0	1	0	1	0	0	1	2	0	2	1	0	0	3	3	0	0	2	3	4	0	2	2	1	1	5	0	32	4	0	0	0	0	1	0	0	2	1	1	2	0	4	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	7	3	7	0	0	4	0	5	3	1	2	1	2	3	3	1	1	0	0	0
2548877024	0	3	0	3	0	0	3	2	3	0	3	1	1	4	10	6	2	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	2	0	3	2	0	3	3	2	3	8	5	26	6	0	0	0	0	1	0	0	3	1	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	3	7	0	0	4	1	2	3	0	2	1	2	3	3	1	1	0	3	1
2551306042	1	3	1	2	1	0	5	8	2	0	11	3	1	20	10	6	3	1	1	0	1	0	0	1	1	0	1	3	0	0	2	1	0	3	0	1	4	0	3	5	1	3	5	3	37	3	0	0	0	0	2	0	0	3	1	1	2	0	6	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	7	2	7	0	0	4	0	4	2	0	2	1	2	3	2	1	1	0	2	1
2551306065	0	3	1	1	1	1	7	4	2	2	9	4	1	20	7	6	3	1	1	0	1	0	0	1	0	0	2	3	0	0	1	1	0	3	1	2	5	1	3	5	1	2	4	2	35	5	0	0	0	0	1	0	0	3	1	0	1	0	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	7	2	7	0	0	4	0	4	2	0	2	1	2	3	2	1	1	0	2	1
2551306419	0	3	0	0	0	0	2	2	2	2	4	0	1	9	8	8	3	0	0	0	1	0	0	1	1	0	0	0	1	0	3	4	0	1	0	0	4	0	1	2	0	0	2	1	23	0	0	0	0	1	3	0	0	3	1	1	0	0	3	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	7	3	7	1	0	2	0	3	3	0	2	1	2	2	2	1	1	0	0	0
2551306425	1	3	1	2	0	1	11	4	2	3	5	2	2	47	12	16	4	0	3	1	1	1	1	1	2	0	3	2	1	0	3	6	0	1	2	3	4	0	3	3	1	1	3	2	38	5	0	0	0	1	4	0	0	2	1	1	1	0	5	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	7	4	7	0	0	4	0	6	4	1	2	1	2	4	3	1	1	0	0	0
2556921655	0	0	2	0	1	0	8	9	4	0	4	2	1	11	10	6	0	1	1	0	1	0	0	0	0	0	1	2	0	0	3	2	0	0	1	0	5	0	4	3	3	3	10	6	42	3	1	0	0	0	2	0	0	3	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	7	1	7	1	1	4	1	4	1	0	2	0	1	3	3	0	0	1	0	1
2574179700	1	3	0	0	0	0	0	0	2	0	6	2	1	13	9	8	4	0	0	1	1	0	0	1	0	0	1	0	0	0	3	3	0	0	2	1	5	1	2	3	0	1	3	0	30	0	0	0	0	0	2	0	0	2	1	1	1	0	7	4	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	7	2	7	1	0	2	0	5	2	0	2	1	2	2	3	1	1	0	1	0
2574179788	0	3	0	1	0	0	3	0	1	0	4	3	0	10	8	7	3	0	1	0	1	0	0	1	0	0	1	0	0	0	2	2	0	0	0	0	3	0	1	2	0	0	1	0	26	4	0	0	0	0	1	0	0	3	0	1	1	0	2	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	7	3	7	1	0	3	0	4	3	0	2	0	0	1	1	0	0	0	0	1
2576861435	1	0	1	1	0	0	4	0	3	1	6	1	1	16	8	11	2	0	0	1	1	0	0	0	1	0	1	1	1	0	2	1	1	2	2	2	4	0	2	2	1	2	6	3	29	7	0	0	0	0	3	0	0	3	1	1	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	6	1	6	1	0	3	1	5	1	0	1	1	2	3	4	1	1	1	0	1
2582580885	0	3	0	1	0	0	2	1	1	0	3	1	1	8	8	6	3	0	0	1	1	0	0	1	0	0	0	1	0	0	2	3	0	1	0	2	2	0	4	2	1	3	6	5	29	3	0	0	0	0	3	0	0	3	1	2	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	7	2	7	1	0	4	0	6	2	0	2	1	2	3	4	1	1	0	0	1
2588253790	1	3	2	3	2	1	13	10	3	4	13	5	4	45	8	14	4	0	2	1	1	0	1	1	1	0	3	4	1	1	5	6	2	5	2	6	7	1	3	4	1	2	5	2	52	6	1	1	0	1	2	0	0	3	1	1	2	0	6	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	2	7	2	7	0	0	4	0	6	2	1	2	1	2	6	3	1	1	0	3	1
